Date,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount ,Location,Size,Color,Season,Review Rating,Subscription Status,Discount Applied,Promo Code Used
2023/3/8,JB-15925,20,Male,Pants,Clothing,41,Tianjin,M,Turquoise,Spring,4.8,Yes,Yes,Yes
2023/4/19,JB-15925,63,Male,Socks,Clothing,83,Hunan,S,Beige,Spring,2.9,Yes,Yes,Yes
2023/10/29,DS-13180,25,Male,Jacket,Outerwear,22,Anhui,M,Olive,Fall,3.2,Yes,Yes,Yes
2023/5/6,DS-13180,29,Male,Shoes,Footwear,74,Chongqing,L,Violet,Spring,3.3,Yes,Yes,Yes
2023/1/11,DS-13180,50,Male,Jeans,Clothing,90,Zhejiang,M,Turquoise,Winter,4.2,Yes,Yes,Yes
2023/10/25,VD-21670,18,Male,Socks,Clothing,79,Jiangsu,M,White,Fall,2.9,Yes,Yes,Yes
2023/1/6,VD-21670,70,Male,Sandals,Footwear,28,Fujian,S,Silver,Winter,4.6,Yes,Yes,Yes
2023/12/5,EA-14035,66,Male,Scarf,Accessories,88,Beijing,L,Olive,Winter,4.1,Yes,Yes,Yes
2023/6/26,CS-12400,28,Male,Blouse,Clothing,26,Fujian,M,Blue,Summer,3.1,Yes,Yes,Yes
2023/6/21,CS-12400,54,Male,Jewelry,Accessories,27,Tianjin,L,Purple,Summer,4.2,Yes,Yes,Yes
2023/6/8,CS-12400,19,Male,Sweater,Clothing,83,Shandong,XL,Yellow,Summer,4.5,Yes,Yes,Yes
2023/8/14,CS-12400,20,Male,Gloves,Accessories,39,Shandong,S,Silver,Summer,3.7,Yes,Yes,Yes
2023/12/13,CS-12400,43,Male,Sunglasses,Accessories,89,Chongqing,M,Cyan,Winter,3.7,Yes,Yes,Yes
2023/8/13,DB-13120,38,Male,Coat,Outerwear,68,Shanxi,L,Green,Summer,3.4,Yes,Yes,Yes
2023/5/9,KL-16645,50,Male,Dress,Clothing,90,Sichuan,M,Beige,Spring,3,Yes,Yes,Yes
2023/8/10,KL-16645,64,Male,Skirt,Clothing,34,Tibet,M,Peach,Summer,4.2,Yes,Yes,Yes
2023/6/10,KL-16645,49,Male,Pants,Clothing,51,Anhui,L,Yellow,Summer,2.9,Yes,Yes,Yes
2023/11/10,KL-16645,47,Male,Sweater,Clothing,45,Hubei,XL,Turquoise,Fall,3.5,Yes,Yes,Yes
2023/12/22,KL-16645,36,Male,Hoodie,Clothing,88,Fujian,M,Peach,Winter,4.1,Yes,Yes,Yes
2023/7/16,KL-16645,55,Male,Coat,Outerwear,85,Henan,L,Gray,Summer,4.3,Yes,Yes,Yes
2023/6/28,KL-16645,25,Male,Jewelry,Accessories,100,Jiangsu,M,Olive,Summer,2.8,Yes,Yes,Yes
2023/7/31,DW-13480,53,Male,Belt,Accessories,42,Beijing,S,Indigo,Summer,4.9,Yes,Yes,Yes
2023/10/1,DW-13480,49,Male,Sandals,Footwear,53,Anhui,L,Charcoal,Fall,3.3,Yes,Yes,Yes
2023/3/11,DW-13480,35,Male,Sunglasses,Accessories,86,Hebei,XL,Beige,Spring,3.2,Yes,Yes,Yes
2023/9/11,DW-13480,29,Male,Sweater,Clothing,66,Shaanxi,XL,Brown,Fall,4.4,Yes,Yes,Yes
2023/8/13,DW-13480,47,Male,Belt,Accessories,100,Sichuan,M,Blue,Summer,4.8,Yes,Yes,Yes
2023/8/21,LH-17155,53,Male,Handbag,Accessories,47,Shandong,S,Teal,Summer,4.2,Yes,Yes,Yes
2023/6/20,KC-16540,33,Male,Skirt,Clothing,25,Chongqing,L,Black,Summer,4,Yes,Yes,Yes
2023/6/13,KC-16540,21,Male,Handbag,Accessories,51,Qinghai,XL,Gold,Summer,2.5,Yes,Yes,Yes
2023/12/23,DL-13315,32,Male,Shorts,Clothing,41,Heilongjiang,M,Violet,Winter,3.9,Yes,Yes,Yes
2023/3/21,DL-13315,52,Male,Boots,Footwear,73,Henan,L,Cyan,Spring,4.9,Yes,Yes,Yes
2023/4/9,DR-12880,67,Male,Sunglasses,Accessories,42,Henan,M,White,Spring,3.5,Yes,Yes,Yes
2023/7/30,DR-12880,43,Male,Scarf,Accessories,20,Chongqing,M,Charcoal,Summer,4.2,Yes,Yes,Yes
2023/10/16,DR-12880,58,Male,Jewelry,Accessories,30,Hunan,XL,Violet,Fall,4.7,Yes,Yes,Yes
2023/10/26,DR-12880,20,Male,Handbag,Accessories,53,Guangdong,M,Red,Fall,4.5,Yes,Yes,Yes
2023/7/14,CC-12670,61,Male,Gloves,Accessories,74,Anhui,S,Lavender,Summer,2.8,Yes,Yes,Yes
2023/5/6,CC-12670,32,Male,Jeans,Clothing,57,Liaoning,M,Gold,Spring,2.9,Yes,Yes,Yes
2023/11/14,CC-12670,38,Male,Hat,Accessories,57,Zhejiang,S,Red,Fall,3.2,Yes,Yes,Yes
2023/2/6,Dl-13600,21,Male,Jeans,Clothing,77,Sichuan,L,Magenta,Winter,4.9,Yes,Yes,Yes
2023/5/12,SB-20290,37,Male,Pants,Clothing,40,Tianjin,M,Teal,Spring,3.7,Yes,Yes,Yes
2023/4/29,SB-20290,27,Male,Shorts,Clothing,46,Guangdong,M,Purple,Spring,4.3,Yes,Yes,Yes
2023/10/29,RC-19825,36,Male,Pants,Clothing,78,Shaanxi,S,Charcoal,Fall,3.9,Yes,Yes,Yes
2023/5/9,AH-10210,32,Male,Backpack,Accessories,59,Hainan,M,Gray,Spring,3.2,Yes,Yes,Yes
2023/9/30,CB-12535,51,Male,Jewelry,Accessories,75,Hunan,L,White,Fall,3.1,Yes,Yes,Yes
2023/6/1,PG-18895,64,Male,Sweater,Clothing,54,Anhui,M,Olive,Summer,3.9,Yes,Yes,Yes
2023/8/5,CA-12310,68,Male,Shoes,Footwear,42,Jilin,M,Charcoal,Summer,2.6,Yes,Yes,Yes
2023/12/23,CA-12310,68,Male,Blouse,Clothing,44,Beijing,M,Charcoal,Winter,3.3,Yes,Yes,Yes
2023/8/10,KH-16690,33,Male,Jeans,Clothing,52,Hainan,XL,Orange,Summer,4.6,Yes,Yes,Yes
2023/1/14,HA-14920,65,Male,Sunglasses,Accessories,69,Yunnan,XL,Yellow,Winter,4.6,Yes,Yes,Yes
2023/4/26,HA-14920,48,Male,Jewelry,Accessories,26,Anhui,M,Beige,Spring,4.4,Yes,Yes,Yes
2023/4/20,HA-14920,69,Male,Coat,Outerwear,33,Jiangxi,S,Silver,Spring,4.2,Yes,Yes,Yes
2023/4/5,BB-10990,59,Male,Jewelry,Accessories,32,Hubei,M,Indigo,Spring,3,Yes,Yes,Yes
2023/1/8,BB-10990,48,Male,Backpack,Accessories,85,Guangdong,XL,Lavender,Winter,4,Yes,Yes,Yes
2023/12/1,AG-10495,25,Male,Skirt,Clothing,30,Shanxi,XL,Turquoise,Winter,3.5,Yes,Yes,Yes
2023/3/1,AG-10495,29,Male,Shirt,Clothing,29,Shandong,M,Green,Spring,3,Yes,Yes,Yes
2023/4/8,AG-10495,57,Male,Sweater,Clothing,95,Shaanxi,M,Orange,Spring,3.7,Yes,Yes,Yes
2023/10/12,AG-10495,23,Male,Sneakers,Footwear,69,Guangxi,L,Turquoise,Fall,4,Yes,Yes,Yes
2023/2/22,SC-20725,45,Male,Sandals,Footwear,69,Shaanxi,S,Cyan,Winter,4.2,Yes,Yes,Yes
2023/12/25,SC-20725,38,Male,Belt,Accessories,61,Henan,XL,Charcoal,Winter,2.5,Yes,Yes,Yes
2023/8/14,JO-15280,21,Male,Skirt,Clothing,94,Sichuan,M,Teal,Summer,3,Yes,Yes,Yes
2023/1/5,TB-21520,32,Male,Sweater,Clothing,30,Hunan,S,Maroon,Winter,3.2,Yes,Yes,Yes
2023/2/21,TB-21520,63,Male,Skirt,Clothing,45,Shandong,M,Red,Winter,3.5,Yes,Yes,Yes
2023/10/13,TB-21520,29,Male,Handbag,Accessories,39,Guangxi,XL,Yellow,Fall,4.8,Yes,Yes,Yes
2023/12/15,AH-10195,27,Male,Jewelry,Accessories,51,Guangxi,L,Gray,Winter,2.6,Yes,Yes,Yes
2023/1/24,AH-10195,56,Male,Scarf,Accessories,37,InnerMongolia,L,Blue,Winter,3.4,Yes,Yes,Yes
2023/4/22,AH-10195,30,Male,T-shirt,Clothing,62,Hunan,M,Lavender,Spring,3.7,Yes,Yes,Yes
2023/9/19,NZ-18565,49,Male,Coat,Outerwear,85,Anhui,M,Yellow,Fall,4.5,Yes,Yes,Yes
2023/2/13,NZ-18565,58,Male,T-shirt,Clothing,33,Hubei,M,Indigo,Winter,3.7,Yes,Yes,Yes
2023/4/29,NZ-18565,57,Male,Dress,Clothing,26,Liaoning,XL,Violet,Spring,3.3,Yes,Yes,Yes
2023/5/27,NZ-18565,60,Male,Shoes,Footwear,99,Heilongjiang,M,Green,Spring,4.7,Yes,Yes,Yes
2023/4/8,KL-16555,69,Male,Handbag,Accessories,39,Chongqing,M,White,Spring,2.7,Yes,Yes,Yes
2023/2/24,KL-16555,70,Male,Skirt,Clothing,20,Sichuan,M,Gold,Winter,4.6,Yes,Yes,Yes
2023/7/14,KL-16555,53,Male,Sunglasses,Accessories,42,Henan,M,Indigo,Summer,2.7,Yes,Yes,Yes
2023/5/16,KL-16555,25,Male,Sandals,Footwear,74,Guizhou,S,Lavender,Spring,4.8,Yes,Yes,Yes
2023/9/17,KL-16555,48,Male,Shoes,Footwear,26,Liaoning,XL,Purple,Fall,4.4,Yes,Yes,Yes
2023/2/25,JD-15895,69,Male,T-shirt,Clothing,53,InnerMongolia,M,Lavender,Winter,4,Yes,Yes,Yes
2023/12/6,JD-15895,25,Male,Sneakers,Footwear,80,Hunan,M,Maroon,Winter,3.2,Yes,Yes,Yes
2023/12/12,JD-15895,29,Male,Hat,Accessories,98,Henan,M,Teal,Winter,4.4,Yes,Yes,Yes
2023/9/20,JD-15895,46,Male,Skirt,Clothing,95,Shandong,M,Green,Fall,3.8,Yes,Yes,Yes
2023/5/2,JD-15895,37,Male,Sweater,Clothing,44,Shanghai,L,Olive,Spring,3.6,Yes,Yes,Yes
2023/10/3,JH-15910,20,Male,Sandals,Footwear,60,Hebei,M,Turquoise,Fall,3.3,Yes,Yes,Yes
2023/4/12,AS-10225,40,Male,Dress,Clothing,84,Jilin,M,Green,Spring,3.4,Yes,Yes,Yes
2023/11/7,KB-16600,60,Male,Sweater,Clothing,59,Hebei,M,Teal,Fall,3.5,Yes,Yes,Yes
2023/9/10,CR-12625,26,Male,Jacket,Outerwear,49,Henan,S,White,Fall,3.6,Yes,Yes,Yes
2023/12/14,CR-12625,29,Male,Gloves,Accessories,32,Guangdong,M,Orange,Winter,3.2,Yes,Yes,Yes
2023/2/24,SH-20395,66,Male,Handbag,Accessories,29,Jiangsu,M,Beige,Winter,3.7,Yes,Yes,Yes
2023/8/23,BP-11185,66,Male,Dress,Clothing,22,Henan,M,Yellow,Summer,4.5,Yes,Yes,Yes
2023/12/4,BP-11185,56,Male,Pants,Clothing,85,Hebei,M,Charcoal,Winter,4.6,Yes,Yes,Yes
2023/12/13,BP-11185,69,Male,Jeans,Clothing,52,Ningxia,L,Silver,Winter,4.1,Yes,Yes,Yes
2023/12/3,BP-11185,38,Male,Pants,Clothing,89,Yunnan,L,Green,Winter,3.4,Yes,Yes,Yes
2023/6/20,TS-21205,42,Male,Dress,Clothing,77,Shanghai,M,Pink,Summer,3.7,Yes,Yes,Yes
2023/9/21,AG-10525,30,Male,Pants,Clothing,24,Fujian,M,Purple,Fall,3.3,Yes,Yes,Yes
2023/1/14,AG-10525,66,Male,Jewelry,Accessories,24,Liaoning,XL,Orange,Winter,4.5,Yes,Yes,Yes
2023/7/27,SP-20860,36,Male,Handbag,Accessories,22,Jiangsu,M,Charcoal,Summer,3.3,Yes,Yes,Yes
2023/12/30,NM-18445,58,Male,Sweater,Clothing,82,Liaoning,L,Teal,Winter,4.3,Yes,Yes,Yes
2023/7/8,NM-18445,45,Male,Backpack,Accessories,67,Guangdong,M,Beige,Summer,2.5,Yes,Yes,Yes
2023/3/10,NM-18445,47,Male,Shorts,Clothing,74,Zhejiang,XL,White,Spring,2.6,Yes,Yes,Yes
2023/6/13,NM-18445,66,Male,Jewelry,Accessories,72,Henan,L,White,Summer,4.9,Yes,Yes,Yes
2023/1/3,NM-18445,41,Male,Sneakers,Footwear,36,Shanghai,L,Orange,Winter,4.7,Yes,Yes,Yes
2023/11/13,FA-14230,41,Male,Belt,Accessories,95,Henan,S,Cyan,Fall,3,Yes,Yes,Yes
2023/9/1,GK-14620,66,Male,Hoodie,Clothing,78,Zhejiang,M,Orange,Fall,3.5,Yes,Yes,Yes
2023/8/30,GK-14620,37,Male,Shirt,Clothing,82,Liaoning,M,Olive,Summer,4.8,Yes,Yes,Yes
2023/3/2,DJ-13510,70,Male,Pants,Clothing,70,Hunan,M,Charcoal,Spring,4.3,Yes,Yes,Yes
2023/1/27,PO-18850,62,Male,Scarf,Accessories,41,Shaanxi,M,White,Winter,3.2,Yes,Yes,Yes
2023/9/11,PO-18850,61,Male,Coat,Outerwear,42,Shandong,M,Teal,Fall,3.1,Yes,Yes,Yes
2023/8/20,PO-18850,48,Male,Coat,Outerwear,50,Guangxi,M,Yellow,Summer,2.8,Yes,Yes,Yes
2023/9/17,PO-18850,70,Male,Socks,Clothing,31,Guizhou,S,White,Fall,2.9,Yes,Yes,Yes
2023/6/27,PO-18850,46,Male,Sweater,Clothing,51,Hunan,M,Beige,Summer,3.7,Yes,Yes,Yes
2023/10/25,JL-15850,31,Male,Shirt,Clothing,98,Shaanxi,L,Beige,Fall,3.3,Yes,Yes,Yes
2023/1/15,JL-15850,19,Male,Shirt,Clothing,86,Henan,M,Maroon,Winter,2.8,Yes,Yes,Yes
2023/3/2,JL-15850,39,Male,Sweater,Clothing,64,Chongqing,M,Teal,Spring,4.5,Yes,Yes,Yes
2023/4/21,DB-13615,41,Male,Blouse,Clothing,46,Zhejiang,M,Lavender,Spring,2.6,Yes,Yes,Yes
2023/11/23,DB-13615,20,Male,Sweater,Clothing,85,Liaoning,L,Maroon,Fall,3.7,Yes,Yes,Yes
2023/4/27,DB-13615,36,Male,Hat,Accessories,81,Jiangsu,S,Orange,Spring,4.4,Yes,Yes,Yes
2023/8/15,AC-10420,32,Male,Sweater,Clothing,59,Zhejiang,M,Cyan,Summer,4.3,Yes,Yes,Yes
2023/9/25,AC-10420,69,Male,Hoodie,Clothing,79,Shandong,M,Silver,Fall,3.5,Yes,Yes,Yes
2023/3/21,KL-16645,40,Male,Shorts,Clothing,33,Henan,M,Teal,Spring,3.8,Yes,Yes,Yes
2023/7/25,JD-15895,40,Male,Shorts,Clothing,47,Jiangxi,L,Blue,Summer,3.5,Yes,Yes,Yes
2023/9/24,JD-15895,20,Male,Hat,Accessories,20,Fujian,S,Blue,Fall,4.6,Yes,Yes,Yes
2023/4/9,JD-15895,64,Male,Coat,Outerwear,36,Jiangxi,M,Olive,Spring,2.6,Yes,Yes,Yes
2023/2/18,JD-15895,27,Male,Sandals,Footwear,39,Henan,M,Purple,Winter,4.4,Yes,Yes,Yes
2023/5/6,CS-12130,24,Male,Skirt,Clothing,71,Shanghai,M,Charcoal,Spring,4,Yes,Yes,Yes
2023/12/29,CC-12550,48,Male,Shoes,Footwear,59,Zhejiang,S,Olive,Winter,4.4,Yes,Yes,Yes
2023/10/2,TD-20995,49,Male,Jeans,Clothing,50,Jiangsu,L,Violet,Fall,4.7,Yes,Yes,Yes
2023/3/22,TD-20995,36,Male,Sandals,Footwear,41,Hebei,L,Red,Spring,3.9,Yes,Yes,Yes
2023/12/12,TD-20995,56,Male,Blouse,Clothing,59,Anhui,M,Beige,Winter,2.7,Yes,Yes,Yes
2023/6/3,AB-10060,37,Male,Hat,Accessories,87,Hunan,M,Green,Summer,3.7,Yes,Yes,Yes
2023/4/17,AB-10060,42,Male,Sweater,Clothing,68,Hubei,M,Violet,Spring,2.6,Yes,Yes,Yes
2023/6/1,AB-10060,28,Male,Skirt,Clothing,90,Shaanxi,M,Teal,Summer,3.9,Yes,Yes,Yes
2023/10/7,AB-10060,27,Male,Jeans,Clothing,71,Jiangsu,XL,Yellow,Fall,4.9,Yes,Yes,Yes
2023/1/18,AB-10060,63,Male,Sneakers,Footwear,64,Shanxi,L,Yellow,Winter,4.1,Yes,Yes,Yes
2023/3/19,JL-15505,58,Male,Jewelry,Accessories,76,InnerMongolia,S,Olive,Spring,3,Yes,Yes,Yes
2023/10/24,JL-15505,37,Male,Jewelry,Accessories,42,Henan,XL,Magenta,Fall,4.1,Yes,Yes,Yes
2023/1/29,JL-15505,56,Male,Pants,Clothing,80,Shandong,L,Black,Winter,3.8,Yes,Yes,Yes
2023/5/21,JL-15505,18,Male,Belt,Accessories,56,Guangdong,M,Olive,Spring,4,Yes,Yes,Yes
2023/8/14,HK-14890,48,Male,Hat,Accessories,25,Henan,XL,Magenta,Summer,3.6,Yes,Yes,Yes
2023/4/13,VB-21745,31,Male,Sneakers,Footwear,74,Jiangsu,M,Olive,Spring,3,Yes,Yes,Yes
2023/4/20,VB-21745,51,Male,Pants,Clothing,30,Hebei,M,Teal,Spring,3,Yes,Yes,Yes
2023/7/27,KW-16435,65,Male,T-shirt,Clothing,96,Hunan,M,White,Summer,2.6,Yes,Yes,Yes
2023/7/23,KW-16435,53,Male,Sneakers,Footwear,64,Guizhou,M,Charcoal,Summer,3.4,Yes,Yes,Yes
2023/11/28,KW-16435,55,Male,Shorts,Clothing,88,Sichuan,L,Yellow,Fall,3.1,Yes,Yes,Yes
2023/12/19,KW-16435,62,Male,Shoes,Footwear,88,Henan,L,Charcoal,Winter,3,Yes,Yes,Yes
2023/7/24,JD-16060,55,Male,Gloves,Accessories,88,Hebei,XL,Gray,Summer,3.7,Yes,Yes,Yes
2023/2/19,MK-17905,64,Male,Socks,Clothing,36,Hubei,M,Turquoise,Winter,3.5,Yes,Yes,Yes
2023/1/8,MK-17905,52,Male,Dress,Clothing,40,Zhejiang,XL,Cyan,Winter,2.8,Yes,Yes,Yes
2023/10/13,MK-17905,24,Male,Handbag,Accessories,39,Henan,M,Charcoal,Fall,4.5,Yes,Yes,Yes
2023/6/24,MK-17905,38,Male,Belt,Accessories,40,Guangdong,M,Silver,Summer,3.3,Yes,Yes,Yes
2023/6/15,GT-14755,59,Male,Scarf,Accessories,34,Shanghai,M,Olive,Summer,3.4,Yes,Yes,Yes
2023/9/21,GT-14755,27,Male,Sneakers,Footwear,83,Jiangsu,S,Pink,Fall,3.2,Yes,Yes,Yes
2023/1/18,AG-10900,24,Male,Sweater,Clothing,85,Jiangsu,L,Orange,Winter,3.7,Yes,Yes,Yes
2023/9/9,AG-10900,23,Male,Coat,Outerwear,27,Sichuan,L,White,Fall,4.6,Yes,Yes,Yes
2023/5/30,AG-10900,69,Male,Jewelry,Accessories,78,Qinghai,S,Purple,Spring,5,Yes,Yes,Yes
2023/3/16,AG-10900,59,Male,Sunglasses,Accessories,32,Chongqing,M,Olive,Spring,4.4,Yes,Yes,Yes
2023/1/14,MM-18280,51,Male,Shoes,Footwear,51,Henan,S,Gray,Winter,4.9,Yes,Yes,Yes
2023/4/7,AR-10405,63,Male,Scarf,Accessories,32,Xinjiang,M,Silver,Spring,4.1,Yes,Yes,Yes
2023/12/13,RA-19915,54,Male,Dress,Clothing,62,Chongqing,L,Orange,Winter,4.9,Yes,Yes,Yes
2023/3/1,RA-19915,32,Male,T-shirt,Clothing,29,Anhui,S,Magenta,Spring,4.7,Yes,Yes,Yes
2023/4/2,RA-19915,39,Male,Backpack,Accessories,69,Jilin,XL,Beige,Spring,3,Yes,Yes,Yes
2023/1/12,AS-10285,66,Male,Jewelry,Accessories,25,Tianjin,L,Lavender,Winter,3.4,Yes,Yes,Yes
2023/5/10,AS-10285,28,Male,Jeans,Clothing,76,Anhui,M,Peach,Spring,3.2,Yes,Yes,Yes
2023/7/26,LA-16780,50,Male,Sunglasses,Accessories,77,Tianjin,S,Magenta,Summer,2.9,Yes,Yes,Yes
2023/3/8,DO-13435,70,Male,Sweater,Clothing,33,Gansu,M,Beige,Spring,4.5,Yes,Yes,Yes
2023/1/21,DO-13435,67,Male,Shorts,Clothing,93,Shandong,S,Yellow,Winter,2.7,Yes,Yes,Yes
2023/1/7,DK-13225,64,Male,Jewelry,Accessories,39,Zhejiang,L,Brown,Winter,3.4,Yes,Yes,Yes
2023/3/13,DK-13225,45,Male,Coat,Outerwear,93,Shaanxi,L,Silver,Spring,4.6,Yes,Yes,Yes
2023/7/2,NG-18430,22,Male,Handbag,Accessories,82,Hunan,M,Orange,Summer,2.7,Yes,Yes,Yes
2023/3/18,MV-18190,27,Male,Boots,Footwear,42,Hunan,L,Purple,Spring,4.2,Yes,Yes,Yes
2023/3/3,MV-18190,25,Male,Gloves,Accessories,71,Fujian,M,Indigo,Spring,3.2,Yes,Yes,Yes
2023/1/5,JG-15115,37,Male,Sweater,Clothing,86,Hunan,L,Gray,Winter,4.8,Yes,Yes,Yes
2023/12/1,JG-15115,26,Male,T-shirt,Clothing,82,Jiangsu,XL,Black,Winter,3.3,Yes,Yes,Yes
2023/7/21,BP-11095,33,Male,Shoes,Footwear,65,Jiangxi,L,Maroon,Summer,4.2,Yes,Yes,Yes
2023/5/8,VP-21730,43,Male,Scarf,Accessories,29,Sichuan,M,Beige,Spring,4.8,Yes,Yes,Yes
2023/3/10,SS-20140,37,Male,Sneakers,Footwear,65,Henan,L,Brown,Spring,4.9,Yes,Yes,Yes
2023/4/16,SS-20140,46,Male,Dress,Clothing,88,Shaanxi,S,Black,Spring,3.9,Yes,Yes,Yes
2023/3/2,HP-14815,22,Male,Belt,Accessories,46,Hainan,M,Indigo,Spring,3,Yes,Yes,Yes
2023/8/4,AG-10675,20,Male,Boots,Footwear,67,Zhejiang,S,Silver,Summer,4.6,Yes,Yes,Yes
2023/8/17,AG-10675,60,Male,Scarf,Accessories,35,Liaoning,L,Blue,Summer,3.5,Yes,Yes,Yes
2023/4/23,AG-10675,39,Male,Boots,Footwear,66,Jilin,M,Green,Spring,4.8,Yes,Yes,Yes
2023/3/4,AG-10675,43,Male,T-shirt,Clothing,91,Anhui,L,Orange,Spring,4.8,Yes,Yes,Yes
2023/3/4,LF-17185,31,Male,Backpack,Accessories,78,Henan,L,Cyan,Spring,3,Yes,Yes,Yes
2023/1/1,SP-20650,19,Male,Sneakers,Footwear,45,Yunnan,M,Orange,Winter,4.5,Yes,Yes,Yes
2023/4/17,RF-19840,35,Male,T-shirt,Clothing,93,Guangdong,M,Indigo,Spring,4.8,Yes,Yes,Yes
2023/6/29,KH-16510,41,Male,Jeans,Clothing,74,Hubei,S,Silver,Summer,3.8,Yes,Yes,Yes
2023/6/22,KH-16510,52,Male,Gloves,Accessories,55,Yunnan,M,Peach,Summer,4.6,Yes,Yes,Yes
2023/8/25,KH-16510,45,Male,Hoodie,Clothing,76,Shaanxi,XL,Teal,Summer,3.1,Yes,Yes,Yes
2023/6/11,KH-16510,34,Male,Sneakers,Footwear,66,Guangdong,L,White,Summer,3.4,Yes,Yes,Yes
2023/8/7,KH-16510,35,Male,Shorts,Clothing,51,Henan,M,Brown,Summer,3.3,Yes,Yes,Yes
2023/8/31,KH-16510,29,Male,Sweater,Clothing,26,Beijing,L,Lavender,Summer,4.8,Yes,Yes,Yes
2023/10/4,KH-16510,59,Male,Jeans,Clothing,29,Zhejiang,M,Indigo,Fall,2.8,Yes,Yes,Yes
2023/9/28,KH-16510,24,Male,Jacket,Outerwear,74,Fujian,M,Yellow,Fall,3.1,Yes,Yes,Yes
2023/5/3,KH-16510,70,Male,Jewelry,Accessories,99,Hainan,S,White,Spring,4.6,Yes,Yes,Yes
2023/2/18,KC-16675,29,Male,Backpack,Accessories,88,Jiangsu,L,Violet,Winter,2.6,Yes,Yes,Yes
2023/7/2,KC-16675,67,Male,Coat,Outerwear,31,Liaoning,M,Lavender,Summer,2.6,Yes,Yes,Yes
2023/2/18,CJ-12010,36,Male,Belt,Accessories,55,Shandong,L,Olive,Winter,3.8,Yes,Yes,Yes
2023/6/12,PB-19150,23,Male,Sandals,Footwear,81,Guangdong,L,Beige,Summer,4.5,Yes,Yes,Yes
2023/6/1,VB-21745,18,Male,Sweater,Clothing,73,Guangxi,L,Purple,Summer,3,Yes,Yes,Yes
2023/2/25,SP-20860,53,Male,Shorts,Clothing,91,Hubei,S,Teal,Winter,3.5,Yes,Yes,Yes
2023/5/5,SP-20860,32,Male,Socks,Clothing,54,Chongqing,S,Peach,Spring,3.8,Yes,Yes,Yes
2023/6/10,JE-15745,38,Male,Shirt,Clothing,40,Henan,M,Violet,Summer,3.5,Yes,Yes,Yes
2023/9/18,MP-17965,47,Male,Pants,Clothing,59,Zhejiang,M,Purple,Fall,3.1,Yes,Yes,Yes
2023/11/28,MP-17965,46,Male,Scarf,Accessories,26,InnerMongolia,L,Teal,Fall,3,Yes,Yes,Yes
2023/10/3,NF-18385,66,Male,Sweater,Clothing,23,Jiangsu,M,Gold,Fall,4.3,Yes,Yes,Yes
2023/9/18,JM-15265,40,Male,Jeans,Clothing,87,Guangxi,S,Teal,Fall,3.3,Yes,Yes,Yes
2023/8/7,JM-15265,43,Male,Pants,Clothing,71,Beijing,M,Violet,Summer,4.7,Yes,Yes,Yes
2023/7/16,SD-20485,58,Male,Backpack,Accessories,91,Beijing,L,Black,Summer,4.5,Yes,Yes,Yes
2023/3/11,KH-16630,21,Male,Coat,Outerwear,64,Hebei,XL,Gold,Spring,2.9,Yes,Yes,Yes
2023/6/8,RB-19795,42,Male,Sandals,Footwear,94,Shaanxi,M,Gold,Summer,4.1,Yes,Yes,Yes
2023/11/15,RB-19795,24,Male,Shirt,Clothing,40,Shanghai,M,Brown,Fall,3.5,Yes,Yes,Yes
2023/10/22,RB-19795,43,Male,Hat,Accessories,76,Shandong,L,Cyan,Fall,3.4,Yes,Yes,Yes
2023/4/21,RB-19795,47,Male,Shirt,Clothing,86,Shanghai,S,Indigo,Spring,3.3,Yes,Yes,Yes
2023/7/17,DB-13060,49,Male,Skirt,Clothing,92,Fujian,M,Orange,Summer,3.2,Yes,Yes,Yes
2023/12/21,MK-18160,50,Male,Shoes,Footwear,52,Zhejiang,L,Pink,Winter,4,Yes,Yes,Yes
2023/10/1,MK-18160,51,Male,Coat,Outerwear,28,Gansu,XL,Olive,Fall,3.6,Yes,Yes,Yes
2023/6/1,PO-19180,40,Male,Pants,Clothing,46,Shandong,L,Cyan,Summer,4.6,Yes,Yes,Yes
2023/9/3,PO-19180,45,Male,Jewelry,Accessories,50,Hunan,M,Peach,Fall,2.6,Yes,Yes,Yes
2023/3/18,BB-11545,52,Male,Belt,Accessories,23,Sichuan,M,Turquoise,Spring,4.3,Yes,Yes,Yes
2023/1/29,CV-12805,62,Male,Jacket,Outerwear,50,Beijing,M,Turquoise,Winter,3.4,Yes,Yes,Yes
2023/9/10,PK-19075,20,Male,Shirt,Clothing,89,Shaanxi,XL,Maroon,Fall,3.5,Yes,Yes,Yes
2023/11/9,PK-19075,43,Male,Hoodie,Clothing,81,Guangdong,M,Maroon,Fall,4.2,Yes,Yes,Yes
2023/10/25,PK-19075,29,Male,Sunglasses,Accessories,69,Sichuan,M,Olive,Fall,3.5,Yes,Yes,Yes
2023/2/13,PK-19075,22,Male,Sunglasses,Accessories,67,Beijing,M,Magenta,Winter,3.6,Yes,Yes,Yes
2023/12/15,PK-19075,48,Male,Dress,Clothing,20,Liaoning,M,Red,Winter,4.3,Yes,Yes,Yes
2023/9/21,PK-19075,42,Male,Boots,Footwear,29,Hubei,M,Olive,Fall,4.9,Yes,Yes,Yes
2023/10/4,TB-21595,19,Male,Shirt,Clothing,74,Fujian,M,Silver,Fall,4.1,Yes,Yes,Yes
